ID;AUTORIA;"ORIGEM
(opcional)";CONSULTA PORTAL DA TRANSPARÊNCIA;"CATEGORIA
(opcional)";PONTOS DE ATENÇÃO;SUGESTÕES/BOAS PRÁTICAS;OBSERVAÇÕES;"IMPACTO NO USUÁRIO
(1- Baixo; 2- Médio; 3- Alto)";VIABILIDADE (sim/não);"ESFORÇO (1-Baixo; 2-Médio; 3- Alto)";PRIORIDADE (baixa/alta)
252;TESTE 10;Obter a lista de todos os Servidores da Administração Pública Estadual com Cargo efetivo de Auditor Fiscal da Receita e o salário de algum deles em janeiro 2021;PESSOAL;INCLUSÃO DE INFORMAÇÕES;Usuária tentou fazer a pesquisa pelo órgão e tentou clicar em cima do órgão no mapa e na tabela html acreditando que apareceria a despesa com pessoal por órgão;Acrescentar um link na consulta despesa com pessoal no órgão para ter acesso a essa informação.;Usuária teve dificuldade de identificar que a consulta de remueração não teria a opção de filtrar por carreira. Achou que só possuia nome e remuneração.;;;;
253;TESTE 10;Despesa :Encontre a partir do item de despesa ‘locação de veículos’ os fornecedores que prestam serviços de  locação  para o Estado em 2021.;PESQUISA AVANÇADA;USABILIDADE;"Usuária teve dificuldade de encontrar as informações porque não encontrou a opção ""item de despesa"" na busca simples.";"Verificar a possibilidade de abrir mais opções de campos na busca simples ou inserir item de despesa no campo de consulta 
";Silviana: Dar mais destaque ao campo pesquisa avançada;;;;
254;TESTE 10;Despesa :Encontre a partir do item de despesa ‘locação de veículos’ os fornecedores que prestam serviços de  locação  para o Estado em 2021.;PESQUISA AVANÇADA;USABILIDADE;"Usuária não identificou que era necessário clicar na caixa de seleção de ""exibir favorecido""";Deixar a opção exibir como padrão do formulário;;;;;
255;TESTE 10;Compras e Contratos :Encontre no Portal da Transparência por meio da pesquisa avançada a cópia integral do Contrato 9214029, de 2019, cujo objeto é a prestação, pela Localiza Rent A Car S/A, contratação de prestação de serviço de transporte mediante locação de automóveis para transporte de passageiros;PESQUISA AVANÇADA;USABILIDADE;Usuária acha difícil precisar clicar em busca avançada sempre para realizar a pesquisa;"Trazer a pequisa avançada para a página principal 
";Silviana: Dar mais destaque ao campo pesquisa avançada;;;;
256;TESTE 10;"Convênios : Encontre no Portal a situação e os valores repassados para o convênio 9210853 firmado em 2019 com o  INSTITUTO JURÍDICO PARA EFETIVAÇÃO DA CIDADANIA E SAÚDE para realização da cogestão de 03 Casas de Semiliberdade, a serem implantadas no município de Belo Horizonte - Minas Gerais.
";FORMULÁRIO DE DETALHAMENTO;TIPOGRAFIA;"Teve dificuldade de encontrar informação do valor repassado. Achou a informação muito misturada, sem destaque das informações principais 
";Destacar informações principais;;Médio;sim;alto;
257;TESTE 10;Obter a lista dos servidores expulsos do Serviço Público Estadual.;PESSOAL;INCLUSÃO DE INFORMAÇÕES;Usuária não identificou onde acessar a informação, achou que estaria no menu de acesso rápido;Inserir essas informações dentro do menu de acesso rápido;;;;;
258;TESTE 10;Perguntas frequentes: O que você achou desta página? Caso precisasse encontrar alguma dúvida teria facilidade de encontrar? Gostaria de sugerir alguma melhoria para a organização das informações nesta página?;MANUAL DO USUÁRIO;LAYOUT;Usuária achou que manual poderia estar mais visível;Inserir o manual em um local de maior destaque;;;;;
259;TESTE 11;Obter a lista de todos os Servidores da Administração Pública Estadual com Cargo efetivo de Auditor Fiscal da Receita e o salário de algum deles em janeiro 2021;PESSOAL;INCLUSÃO DE INFORMAÇÕES;Achou que conseguirira extratificar a despesa de pessoal por órgão. Para o usuário as informações deveriam está em um outro local ao invés da cosulta de remuneração;Verificar se é possível criar uma opção de carreiras para esse tipo de pesquisa que não é nominal;Vários usuários tiveram o mesmo raciocínio;;;;
260;TESTE 11;"Encontre a partir do item de despesa ‘locação de veículos’ os fornecedores que prestam serviços de  locação  para o Estado em 2021. 
";PESQUISA AVANÇADA;LAYOUT;Usuário teve dificuldade de indetificar o botão pesquisa avançada;Enfatizar a pesquisa avançada para os usuários ou com outra cor ou ao passar o mouse o usuário ter acesso a todos os campos da pesquisa avançada;Não conseguiria encontrar a informação se não tivesse tido a dica da pesquisa avançada;;;;
261;TESTE 11;"Encontre no Portal da Transparência por meio da pesquisa avançada a cópia integral do Contrato 9214029, de 2019, cujo objeto é a prestação, pela Localiza Rent A Car S/A, contratação de prestação de serviço de transporte mediante locação de automóveis para transporte de passageiros
";COMPRAS E CONTRATOS;FILTROS;Sentiu falta do número do contrato;Inserir o número do contrato na planilha html;Quando consulta em outros lugares o ano vem logo após o número do contrato, que faz sentido para ele pela vigência;;;;
262;TESTE 11;"Encontre no Portal da Transparência por meio da pesquisa avançada a cópia integral do Contrato 9214029, de 2019, cujo objeto é a prestação, pela Localiza Rent A Car S/A, contratação de prestação de serviço de transporte mediante locação de automóveis para transporte de passageiros
";PESQUISA AVANÇADA;LAYOUT;Teve dificuldade de encontrar o ano. Ficou em dúvida se o ano era da base de dados ou da consulta;Deixar essa informação disponível na página;;;;;
263;TESTE 11;Obter a lista dos servidores expulsos do Serviço Público Estadual.;CEAPE;INCLUSÃO DE INFORMAÇÕES;Usuária acha que a informação poderia estar acima nos outros ítens do menu por ser informação importante.;Criar nova opção no menu ou inserir em alguma opção do menu de acesso rápido;;;;;
264;TESTE 11;;PESQUISA AVANÇADA;LAYOUT;Dificuldade de identificar que existe a funcionalidade busca avançada;"Sugeriu inserir um texto explicativo quando passar o mouse sobre o botão pesquisa avançada.
";Usuários que acessam pela primeira vez não achariam a pesquisa avançada e não encontrariam as informações. Como tem uma informação que induz á pesquisa simples antes, a pesquisa avançada fica escondida.;;;;
265;TESTE 11;;GERAL;TUTORIAL;Alguns usuários podem ter dificuldade de entender a lógica de funcionamento do Portal;Se tivesse uma capacitação rápida sobre o portal, ou mesmo um vídeo seria importante para ajudar a acessar melhor.;;;;;
266;TESTE 12;;PÁGINA INICIAL;LAYOUT;Usuário achou que as informações dorodapé estava repetitivas, já que são as mesmas opções que aparecem no menu de acesso rápido e no menu superior;Verificar se é necessário repetir as informações;;;;;
267;TESTE 12;;PÁGINA INICIAL;ATUALIZAR DADOS;Usuário identificou que data de algumas notícias eram do ano passado.;Deixar notíciais mais atuais na página inicil;"Ao ver a data das notícias ressaltou a data antiga das notícias veículadas. Falta de notícias ""são 3 e uma delas tem mais de 1 ano""";;;;
268;TESTE 12;"Obter a lista de todos os Servidores da Administração Pública Estadual com Cargo efetivo de Auditor Fiscal da Receita e o salário de algum deles em janeiro 2021
";REMUNERAÇÃO;PARTIÇÃO DO ANO;Usuário só consegue realizar a pesquisa de um ano de cada vez;Permitir a pesquisa por mais de um ano o cargo para comparação. Pesquisar sem restringir o ano;Incrementar a pesquisa de maneira a permitir mais de um critério de busca, ou inserir pesquisa avançada para permitir essa busca.;;;;
269;TESTE 12;Imagine que você vai assumir o departamento de RH da Secretaria de Governo, identifique quais servidores têm cargo em comissão nesse órgão ( tarefa concluída quando baixa a planilha);REMUNERAÇÃO;INCLUIR CAMPOS;Usuário achou ruim essa pesquisa somente ser realizada pelo dowload da planilha;Verificar se é possível aparecer alguma resposta na tela principal ou inserir pesquisa avançada;;;;;
270;TESTE 12;Identifique quando o Governo gastou com os programas Administração de Palácios no ano de 2018 e 2019.;PESQUISA AVANÇADA;PARTIÇÃO DO ANO;Usuário não consegue realizar pesquisa de mais de um ano ao mesmo tempo;Sugeriu possibilidade de acessar mais de um ano na mesma busca.;Ressaltou que foi um retrabalho ter que fazer a mesma pesquisa 2 vezes;;;;
271;TESTE 12;"Encontre no Portal da Transparência por meio da pesquisa avançada a cópia integral do Contrato 9214029, de 2019, cujo objeto é a prestação, pela Localiza Rent A Car S/A, contratação de prestação de serviço de transporte mediante locação de automóveis para transporte de passageiros
";PESQUISA AVANÇADA;LAYOUT;Não fica evidente qual a forma de preenchimento do campo;Destacar com placeholder a forma de preenchimento aceita pelos campos.;;;;;
272;TESTE 12;"Encontre no Portal da Transparência por meio da pesquisa avançada a cópia integral do Contrato 9214029, de 2019, cujo objeto é a prestação, pela Localiza Rent A Car S/A, contratação de prestação de serviço de transporte mediante locação de automóveis para transporte de passageiros
";PESQUISA AVANÇADA;LAYOUT;Usuário acha que a pesquisa avançada poderia estar na primeira página;"Sugeriu trazer o conteúdo da pesquisa avançada para a página primária da pesquisa para facilitar o acesso.
Pesquisa avançada ter possibilidade de consultar mais de um ano.";Forma de inserir as informações no formulário de pesquisa avançada é textual, quando no orçamento é numérico;;;;
273;TESTE 12;"Localize no Portal da Transparência a lista de bens por tipo de proprietário (Terceiros ) do Estado de Minas Gerais
";PESQUISA AVANÇADA;LAYOUT;Usuário achou estranho o formulário ter campos permanentes relacionados à veículos;Colocar uma condição para perguntar as informações sobre veículos apenas se a pesquisa for a respeito de veículos;;;;;
274;TESTE 12;"Localize no Portal da Transparência a lista de bens por tipo de proprietário (Terceiros ) do Estado de Minas Gerais
";PESQUISA AVANÇADA;PARTIÇÃO DO ANO;Usuário questionou se é necessário inserir o ano para realizar essa pesquisa;Se os números dos convênios não repetirem, poderia fazer a pesquisa sem necessariamente informar o ano, pois não necessariamente o usuário sabe dessa informação.;;;;;
275;TESTE 12;;PERGUNTAS FREQUENTES;ATUALIZAR DADOS;Usuário não gostou do formato do dúvidas frequentes, porque tem pouco a ver com o que geralmente os usuários esão buscando no site;Rever as opções de perguntas e se estão alinhadas com as perguntas que recebem no fale conosco;Eu não gosto muito dessa sugestão de perguntas frequentes, até porque tem pouco a ver com o que normalmente a gente busca. Talvez se eu quisesse um suporte eu não procuraria aqui, procuraria em um suporte. E outra coisa, essas perguntas são permanentemente revistas?;;;;
276;TESTE 12;Obter a lista dos servidores expulsos do Serviço Público Estadual.;CEAPE;LAYOUT;Não achou intuitivo o local onde a informação está disponível;Sugeriu inserir um ícone para informações de carreira.;Achou que a informação está escondida;;;;
277;TESTE 12;;GERAL;ACESSABILIDADE;Ferramentas de acessibilidade;"Sugeriu barra de acessibilidade com possibilidade de recursos ""open dislexy"" que facilita a identificação dos caracteres por parte de pessoas com dislexia";Não identificou se o site é amigável para pessoas que utilizam leitor de tela para melhoria de acessibilidade, ou barra de melhoria de fontes.;;;;
278;TESTE 12;"Localize no Portal da Transparência a lista de bens por tipo de proprietário (Terceiros ) do Estado de Minas Gerais
";PESQUISA AVANÇADA;LAYOUT;"Ficou confuso sobre o que deveria mandar exibir no rodapé da busca. 
";"Verificar a possibilidade de inserir explicação ou deixar a opção ""exibir"" como padrão do sistema";;;;;
279;TESTE 12;"Localize no Portal da Transparência a lista de bens por tipo de proprietário (Terceiros ) do Estado de Minas Gerais
";PESQUISA BÁSICA;LAYOUT;Não entendeu que os campos tinham lista suspensa;Inserir setinha nos campos evidenciando que se trata de lista suspensa;;;;;
280;LAB.MG;Fale Conosco;MUNICÍPIOS / OUTROS ESTADOS;LAYOUT;Falta de informações sobre como acessar informações de transparência dos municípios;Como sugestão coloque todos os municípios para que haja um cadastro de acesso ás informações neste âmbito;;não se aplica;;;
281;LAB.MG;Fale Conosco;PESQUISA BÁSICA;LAYOUT;;Gostaria de sugerir que os gráficos em pizza fossem alterados para outro modelo. Vocês podem utilizar gráficos de barra, ou tree maps também. Na literatura sobre visualização de dados, os gráficos de pizza são muito criticados, por diferentes motivos. Dependendo da posição de um setor, por exemplo, ou da cor utilizada para representar, o leitor tem uma visão distorcida dos dados. Além disso, é muito difícil a comparação entre um setor outro;;;;;
282;LAB.MG;Fale Conosco;REMUNERAÇÃO;INCLUIR INFORMAÇÕES;Faltam informações de proventos e aposentadorias de aposentados e pensionistas;Os proventos para pensionistas aposentados do estado não aparecerem no portal da transparência. deixa como sugestão para que sejam inseridos;;;;;
283;LAB.MG;Fale Conosco;GERAL;LAYOUT;Dificuldade de comunicação com fornecedores;Gostaria de sugerir a visita de outros portais para sugestão de aprimoramento desse portal ao seus fornecedores;;;;;
284;ENTREVISTA 2;ENTREVISTA;PESQUISA AVANÇADA;INCLUSÃO DE CAMPOS;;Criar tabelas para consulta das unidades orçamentárias para consulta dos programas. Incluir consulta por código das dotações orçamentárias.;Silviana: Incluir a busca por códigos;médio;sim;3;baixa
285;ENTREVISTA 2;ENTREVISTA;PESQUISA AVANÇADA;INCLUSÃO DE CAMPOS;;O ideal, pelo menos para a finalidade que eu uso, seria acrescentar mais um campo em pago em restos apagar, atrelando ao ano de competência.;Silviana: Incluir o ano na tabela de resultados;médio;sim;3;baixa
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
